reg_id,type1,type2,Q,A
PERMEN_DAG_2014_36,Q2,Q2.2,Apa saja peraturan yang berelasi dengan Peraturan Menteri Perdagangan Republik Indonesia Nomor 36 Tahun 2014?,"Undang-Undang Republik Indonesia Tahun 1994 Nomor 7;
Undang-Undang Republik Indonesia Tahun 1995 Nomor 10;
Undang-Undang Republik Indonesia Tahun 2000 Nomor 36;
Undang-Undang Republik Indonesia Tahun 2008 Nomor 39;
Undang-Undang Republik Indonesia Tahun 2009 Nomor 36;
Undang-Undang Republik Indonesia Tahun 2012 Nomor 18;
Undang-Undang Republik Indonesia Tahun 2014 Nomor 7;
Peraturan Pemerintah Republik Indonesia Tahun 2000 Nomor 102;
Peraturan Pemerintah Republik Indonesia Tahun 2012 Nomor 10;
Keputusan Presiden Republik Indonesia Tahun 2009 Nomor 84;
Peraturan Presiden Republik Indonesia Tahun 2009 Nomor 47;
Peraturan Presiden Republik Indonesia Tahun 2010 Nomor 24;
Peraturan Menteri Perdagangan Republik Indonesia Tahun 2009 Nomor 28;
Peraturan Menteri Perdagangan Republik Indonesia Tahun 2009 Nomor 54;
Peraturan Menteri Perdagangan Republik Indonesia Tahun 2010 Nomor 31;
Peraturan Menteri Perdagangan Republik Indonesia Tahun 2012 Nomor 27;
Peraturan Menteri Perdagangan Republik Indonesia Tahun 2012 Nomor 83;"
PERMEN_DAG_2014_36,Q2,Q2.3,Peraturan manakah yang diubah oleh Peraturan Menteri Perdagangan Republik Indonesia Nomor 36 Tahun 2014?,Peraturan Menteri Perdagangan Republik Indonesia Tahun 2012 Nomor 83
PERMEN_TAN_2018_23,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Pertanian Republik Indonesia Nomor 23 Tahun 2018?,"Undang-Undang Republik Indonesia Tahun 1992 Nomor 16;
Undang-Undang Republik Indonesia Tahun 1994 Nomor 7;
Undang-Undang Republik Indonesia Tahun 1999 Nomor 8;
Undang-Undang Republik Indonesia Tahun 2003 Nomor 19;
Undang-Undang Republik Indonesia Tahun 2009 Nomor 18;
Undang-Undang Republik Indonesia Tahun 2012 Nomor 18;
Undang-Undang Republik Indonesia Tahun 2014 Nomor 7;
Undang-Undang Republik Indonesia Tahun 2014 Nomor 23;
Peraturan Pemerintah Republik Indonesia Tahun 1999 Nomor 69;
Peraturan Pemerintah Republik Indonesia Tahun 2000 Nomor 82;
Peraturan Pemerintah Republik Indonesia Tahun 2012 Nomor 95;
Peraturan Pemerintah Republik Indonesia Tahun 2015 Nomor 17;
Peraturan Pemerintah Republik Indonesia Tahun 2017 Nomor 3;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 7;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 45;
Peraturan Menteri Pertanian Republik Indonesia Tahun 2005 Nomor 381;
Peraturan Menteri Pertanian Republik Indonesia Tahun 2011 Nomor 94;
Peraturan Menteri Pertanian Republik Indonesia Tahun 2015 Nomor 43;
Peraturan Menteri Pertanian Republik Indonesia Tahun 2016 Nomor 34;
Peraturan Menteri Pertanian Republik Indonesia Tahun 2017 Nomor 41"
PERMEN_TAN_2018_23,Q2,Q2.2,Apa saja peraturan yang berelasi dengan Peraturan Menteri Pertanian Republik Indonesia Nomor 23 Tahun 2018?,"Undang-Undang Republik Indonesia Tahun 1992 Nomor 16;
Undang-Undang Republik Indonesia Tahun 1994 Nomor 7;
Undang-Undang Republik Indonesia Tahun 1999 Nomor 8;
Undang-Undang Republik Indonesia Tahun 2003 Nomor 19;
Undang-Undang Republik Indonesia Tahun 2009 Nomor 18;
Undang-Undang Republik Indonesia Tahun 2012 Nomor 18;
Undang-Undang Republik Indonesia Tahun 2014 Nomor 7;
Undang-Undang Republik Indonesia Tahun 2014 Nomor 23;
Peraturan Pemerintah Republik Indonesia Tahun 1999 Nomor 69;
Peraturan Pemerintah Republik Indonesia Tahun 2000 Nomor 82;
Peraturan Pemerintah Republik Indonesia Tahun 2012 Nomor 95;
Peraturan Pemerintah Republik Indonesia Tahun 2015 Nomor 17;
Peraturan Pemerintah Republik Indonesia Tahun 2017 Nomor 3;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 7;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 45;
Peraturan Menteri Pertanian Republik Indonesia Tahun 2005 Nomor 381;
Peraturan Menteri Pertanian Republik Indonesia Tahun 2011 Nomor 94;
Peraturan Menteri Pertanian Republik Indonesia Tahun 2015 Nomor 43;
Peraturan Menteri Pertanian Republik Indonesia Tahun 2016 Nomor 34;
Peraturan Menteri Pertanian Republik Indonesia Tahun 2017 Nomor 41"
PERMEN_TAN_2018_23,Q2,Q2.3,Peraturan manakah yang diubah oleh Peraturan Menteri Pertanian Republik Indonesia Nomor 23 Tahun 2018?,Peraturan Menteri Pertanian Republik Indonesia Tahun 2016 Nomor 34
PERMEN_KEU_2009_148,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Keuangan Republik Indonesia Nomor 148 Tahun 2009?,"Undang-Undang Republik Indonesia Tahun 1995 Nomor 10;
Keputusan Presiden Republik Indonesia Tahun 2005 Nomor 20;
Peraturan Menteri Keuangan Republik Indonesia Tahun 2007 Nomor 125;"
PERMEN_KEU_2009_148,Q2,Q2.2,Apa saja peraturan yang berelasi dengan Peraturan Menteri Keuangan Republik Indonesia Nomor 148 Tahun 2009?,"Undang-Undang Republik Indonesia Tahun 1995 Nomor 10;
Keputusan Presiden Republik Indonesia Tahun 2005 Nomor 20;
Peraturan Menteri Keuangan Republik Indonesia Tahun 2007 Nomor 125;"
PERMEN_KEU_2009_148,Q2,Q2.3,Peraturan manakah yang diubah oleh Peraturan Menteri Keuangan Republik Indonesia Nomor 148 Tahun 2009?,Peraturan Menteri Keuangan Republik Indonesia Tahun 2007 Nomor 125;
PP_2013_69,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Pemerintah  Republik Indonesia Nomor 69 Tahun 2013?,"Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
Undang-Undang Republik Indonesia Tahun 1966 Nomor 6;
Undang-Undang Republik Indonesia Tahun 1969 Nomor 11;
Undang-Undang Republik Indonesia Tahun 1974 Nomor 8;
Undang-Undang Republik Indonesia Tahun 2002 Nomor 2;
Undang-Undang Republik Indonesia Tahun 2002 Nomor 3;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 34;
Peraturan Pemerintah Republik Indonesia Tahun 1968 Nomor 36;
Peraturan Pemerintah Republik Indonesia Tahun 1979 Nomor 32;
Peraturan Pemerintah Republik Indonesia Tahun 1986 Nomor 30;
Peraturan Pemerintah Republik Indonesia Tahun 2001 Nomor 5;
Peraturan Pemerintah Republik Indonesia Tahun 2003 Nomor 9;
Peraturan Pemerintah Republik Indonesia Tahun 2010 Nomor 39"
PP_2013_69,Q2,Q2.2,Apa saja peraturan yang berelasi dengan Peraturan Pemerintah  Republik Indonesia Nomor 69 Tahun 2013?,"Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
Undang-Undang Republik Indonesia Tahun 1966 Nomor 6;
Undang-Undang Republik Indonesia Tahun 1969 Nomor 11;
Undang-Undang Republik Indonesia Tahun 1974 Nomor 8;
Undang-Undang Republik Indonesia Tahun 2002 Nomor 2;
Undang-Undang Republik Indonesia Tahun 2002 Nomor 3;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 34;
Peraturan Pemerintah Republik Indonesia Tahun 1968 Nomor 36;
Peraturan Pemerintah Republik Indonesia Tahun 1979 Nomor 32;
Peraturan Pemerintah Republik Indonesia Tahun 1986 Nomor 30;
Peraturan Pemerintah Republik Indonesia Tahun 2001 Nomor 5;
Peraturan Pemerintah Republik Indonesia Tahun 2003 Nomor 9;
Peraturan Pemerintah Republik Indonesia Tahun 2010 Nomor 39;
Peraturan Pemerintah Republik Indonesia Tahun 2001 Nomor 5;
Peraturan Pemerintah Republik Indonesia Tahun 2001 Nomor 5"
PP_2013_69,Q2,Q2.3,Peraturan manakah yang diubah oleh Peraturan Pemerintah Republik Indonesia Nomor 69 Tahun 2013?,Peraturan Pemerintah Republik Indonesia Tahun 2001 Nomor 5
PERMEN_DAG_2015_94,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Perdagangan Republik Indonesia Nomor 94 Tahun 2015?,"Undang-Undang Republik Indonesia Tahun 2008 Nomor 39;
Undang-Undang Republik Indonesia Tahun 2014 Nomor 7;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 7;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 48;
Keputusan Presiden Republik Indonesia Tahun 2015 Nomor 79;
Peraturan Menteri Perdagangan Republik Indonesia Tahun 2015 Nomor 48;
Peraturan Menteri Perdagangan Republik Indonesia Tahun 2015 Nomor 70;
Peraturan Menteri Perdagangan Republik Indonesia Tahun 2015 Nomor 87"
PERMEN_DAG_2015_94,Q2,Q2.2,Apa saja peraturan yang berelasi dengan Peraturan Menteri Perdagangan Republik Indonesia Nomor 94 Tahun 2015?,"Undang-Undang Republik Indonesia Tahun 2008 Nomor 39;
Undang-Undang Republik Indonesia Tahun 2014 Nomor 7;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 7;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 48;
Keputusan Presiden Republik Indonesia Tahun 2015 Nomor 79;
Peraturan Menteri Perdagangan Republik Indonesia Tahun 2015 Nomor 48;
Peraturan Menteri Perdagangan Republik Indonesia Tahun 2015 Nomor 70;
Peraturan Menteri Perdagangan Republik Indonesia Tahun 2015 Nomor 87"
PERMEN_DAG_2015_94,Q2,Q2.3,Peraturan manakah yang diubah oleh Peraturan Menteri Perdagangan Republik Indonesia Nomor 94 Tahun 2015?,Peraturan Menteri Perdagangan Republik Indonesia Tahun 2015 Nomor 87
PERMEN_ESDM_2012_27,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Energi dan Sumber Daya Mineral Republik Indonesia Nomor 27 Tahun 2012?,"Undang-Undang Republik Indonesia Tahun 2001 Nomor 22;
Peraturan Pemerintah Republik Indonesia Tahun 2002 Nomor 67;
Peraturan Pemerintah Republik Indonesia Tahun 2004 Nomor 36;
Peraturan Pemerintah Republik Indonesia Tahun 2005 Nomor 71;
Keputusan Presiden Republik Indonesia Tahun 2011 Nomor 59;
Peraturan Menteri Energi dan Sumber Daya Mineral Republik Indonesia Tahun 2010 Nomor 18;
Peraturan Menteri Energi dan Sumber Daya Mineral Republik Indonesia Tahun 2011 Nomor 16;"
PERMEN_ESDM_2012_27,Q2,Q2.2,Apa saja peraturan yang berelasi dengan Peraturan Menteri Energi dan Sumber Daya Mineral Republik Indonesia Nomor 27 Tahun 2012?,"Undang-Undang Republik Indonesia Tahun 2001 Nomor 22;
Peraturan Pemerintah Republik Indonesia Tahun 2002 Nomor 67;
Peraturan Pemerintah Republik Indonesia Tahun 2004 Nomor 36;
Peraturan Pemerintah Republik Indonesia Tahun 2005 Nomor 71;
Keputusan Presiden Republik Indonesia Tahun 2011 Nomor 59;
Peraturan Menteri Energi dan Sumber Daya Mineral Republik Indonesia Tahun 2010 Nomor 18;
Peraturan Menteri Energi dan Sumber Daya Mineral Republik Indonesia Tahun 2011 Nomor 16;"
PERMEN_ESDM_2012_27,Q2,Q2.3,Peraturan manakah yang diubah oleh Peraturan Menteri Energi dan Sumber Daya Mineral Republik Indonesia Nomor 27 Tahun 2012?,Peraturan Menteri Energi dan Sumber Daya Mineral Republik Indonesia Tahun 2011 Nomor 16
PERKAB_INDRAGIRI_HILIR_2010_44,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Daerah Kabupaten Indragiri Hilir Nomor 44 Tahun 2010?,"Undang-Undang Republik Indonesia Tahun 1965 Nomor 6;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 10;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 32;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 33;
Undang-Undang Republik Indonesia Tahun 2009 Nomor 28;
Peraturan Pemerintah Republik Indonesia Tahun 2007 Nomor 38;
Peraturan Daerah Kabupaten Indragiri Hilir Tahun 2008 Nomor 23;
Peraturan Daerah Kabupaten Indragiri Hilir Tahun 2008 Nomor 29;
Peraturan Daerah Kabupaten Indragiri Hilir Tahun 2008 Nomor 30;
Peraturan Daerah Kabupaten Indragiri Hilir Tahun 2008 Nomor 31;
Peraturan Daerah Kabupaten Indragiri Hilir Tahun 2010 Nomor 9"
PERKAB_INDRAGIRI_HILIR_2010_44,Q2,Q2.2,Apa saja peraturan yang berelasi dengan Peraturan Daerah Kabupaten Indragiri Hilir Nomor 44 Tahun 2010?,"Undang-Undang Republik Indonesia Tahun 1965 Nomor 6;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 10;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 32;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 33;
Undang-Undang Republik Indonesia Tahun 2009 Nomor 28;
Peraturan Pemerintah Republik Indonesia Tahun 2007 Nomor 38;
Peraturan Daerah Kabupaten Indragiri Hilir Tahun 2008 Nomor 23;
Peraturan Daerah Kabupaten Indragiri Hilir Tahun 2008 Nomor 29;
Peraturan Daerah Kabupaten Indragiri Hilir Tahun 2008 Nomor 30;
Peraturan Daerah Kabupaten Indragiri Hilir Tahun 2008 Nomor 31;
Peraturan Daerah Kabupaten Indragiri Hilir Tahun 2010 Nomor 9;
Peraturan Daerah Kabupaten Indragiri Hilir Tahun 2005 Nomor 12"
PERKAB_INDRAGIRI_HILIR_2010_44,Q2,Q2.4,Peraturan manakah yang dicabut oleh Peraturan Daerah Kabupaten Indragiri Hilir Nomor 44 Tahun 2010?,Peraturan Daerah Kabupaten Indragiri Hilir Nomor 12 Tahun 2005
PP_1999_30,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Pemerintah Republik Indonesia Nomor 30 Tahun 1999?,"Undang Undang Dasar Negara Republik Indonesia Tahun 1945;
Undang-Undang Republik Indonesia Tahun 1968 Nomor 13;
Undang-Undang Republik Indonesia Tahun 1992 Nomor 7;"
PP_1999_30,Q2,Q2.2,Apa saja peraturan yang berelasi dengan Peraturan Pemerintah Republik Indonesia Nomor 30 Tahun 1999?,"Undang Undang Dasar Negara Republik Indonesia Tahun 1945;
Undang-Undang Republik Indonesia Tahun 19688 Nomor 13;
Undang-Undang Republik Indonesia Tahun 1992 Nomor 7;
Peraturan Pemerintah Republik Indonesia Tahun 1992 Nomor 70;
Peraturan Pemerintah Republik Indonesia Nomor 71 Tahun 1992;
Peraturan Pemerintah Republik Indonesia Nomor 72 Tahun 1992"
PP_1999_30,Q2,Q2.4,Peraturan manakah yang dicabut oleh Peraturan Pemerintah Republik Indonesia Nomor 30 Tahun 1999?,"Peraturan Pemerintah Republik Indonesia Nomor 70 Tahun 1992;
Peraturan Pemerintah Republik Indonesia Nomor 71 Tahun 1992;
Peraturan Pemerintah Republik Indonesia Nomor 72 Tahun 1992"
PERKAB_MAGELANG_2009_8,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Daerah Kabupaten Magelang Nomor 8 Tahun 2009?,"Undang-Undang Republik Indonesia Tahun 1950 Nomor 13;
Undang-Undang Republik Indonesia Tahun 1997 Nomor 18;
Undang-Undang Republik Indonesia Tahun 2003 Nomor 17;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 1;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 10;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 15;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 32;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 33;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 38;
Undang-Undang Republik Indonesia Tahun 2009 Nomor 22;
Peraturan Pemerintah Republik Indonesia Tahun 1985 Nomor 26;
Peraturan Pemerintah Republik Indonesia Tahun 1993 Nomor 41;
Peraturan Pemerintah Republik Indonesia Tahun 1993 Nomor 44;
Peraturan Pemerintah Republik Indonesia Tahun 2001 Nomor 66;
Peraturan Pemerintah Republik Indonesia Tahun 2007 Nomor 38;
Peraturan Presiden Republik Indonesia Tahun 2007 Nomor 1;
Peraturan Daerah Kabupaten Magelang Tahun 2001 Nomor 15;
Peraturan Daerah Kabupaten Magelang Tahun 2004 Nomor 10;
Peraturan Daerah Kabupaten Magelang Tahun 2006 Nomor 2"
PERKAB_MAGELANG_2009_8,Q2,Q2.2,Apa saja peraturan yang berelasi dengan Peraturan Daerah Kabupaten Magelang Nomor 8 Tahun 2009?,"Undang-Undang Republik Indonesia Tahun 1950 Nomor 13;
Undang-Undang Republik Indonesia Tahun 1997 Nomor 18;
Undang-Undang Republik Indonesia Tahun 2003 Nomor 17;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 1;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 10;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 15;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 32;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 33;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 38;
Undang-Undang Republik Indonesia Tahun 2009 Nomor 22;
Peraturan Pemerintah Republik Indonesia Tahun 1985 Nomor 26;
Peraturan Pemerintah Republik Indonesia Tahun 1993 Nomor 41;
Peraturan Pemerintah Republik Indonesia Tahun 1993 Nomor 44;
Peraturan Pemerintah Republik Indonesia Tahun 2001 Nomor 66;
Peraturan Pemerintah Republik Indonesia Tahun 2007 Nomor 38;
Peraturan Presiden Republik Indonesia Tahun 2007 Nomor 1;
Peraturan Daerah Kabupaten Magelang Tahun 2001 Nomor 15;
Peraturan Daerah Kabupaten Magelang Tahun 2004 Nomor 10;
Peraturan Daerah Kabupaten Magelang Tahun 2006 Nomor 2;
Peraturan Daerah Kabupaten Magelang Tahun 2001 Nomor 22"
PERKAB_MAGELANG_2009_8,Q2,Q2.4,Peraturan manakah yang dicabut oleh Peraturan Daerah Kabupaten Magelang Nomor 8 Tahun 2009?,Peraturan Daerah Kabupaten Magelang Nomor 22 Tahun 2001
PERKAB_BONDOWOSO_2010_9,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Daerah Kabupaten Bondowoso Nomor 9 Tahun 2010?,"Undang-Undang Republik Indonesia Tahun 1950 Nomor 12;
Undang-Undang Republik Indonesia Tahun 1981 Nomor 8;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 10;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 32;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 33;
Undang-Undang Republik Indonesia Tahun 2009 Tahun 28;
Undang-Undang Republik Indonesia Tahun 2009 Nomor 33;
Peraturan Pemerintah Republik Indonesia Tahun 1983 Nomor 27;
Peraturan Pemerintah Republik Indonesia Tahun 1994 Nomor 6;
Peraturan Pemerintah Republik Indonesia Tahun 1994 Nomor 8;
Peraturan Pemerintah Republik Indonesia Tahun 2007 Nomor 38;
Peraturan Menteri Perdagangan Republik Indonesia Tahun 2006 Nomor 09;
Peraturan Daerah Kabupaten Bondowoso Tahun 2005 Nomor 4;"
PERKAB_BONDOWOSO_2010_9,Q2,Q2.2,Apa saja peraturan yang berelasi dengan Peraturan Daerah Kabupaten Bondowoso Nomor 9 Tahun 2010?,"Undang-Undang Republik Indonesia Tahun 1950 Nomor 12;
Undang-Undang Republik Indonesia Tahun 1981 Nomor 8;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 10;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 32;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 33;
Undang-Undang Republik Indonesia Tahun 2009 Tahun 28;
Undang-Undang Republik Indonesia Tahun 2009 Nomor 33;
Peraturan Pemerintah Republik Indonesia Tahun 1983 Nomor 27;
Peraturan Pemerintah Republik Indonesia Tahun 1994 Nomor 6;
Peraturan Pemerintah Republik Indonesia Tahun 1994 Nomor 8;
Peraturan Pemerintah Republik Indonesia Tahun 2007 Nomor 38;
Peraturan Menteri Perdagangan Republik Indonesia Tahun 2006 Nomor 09;
Peraturan Daerah Kabupaten Bondowoso Tahun 2005 Nomor 4;
Peraturan Daerah Kabupaten Bondowoso Tahun 2002 Nomor 18"
PERKAB_BONDOWOSO_2010_9,Q2,Q2.4,Peraturan manakah yang dicabut oleh Peraturan Daerah Kabupaten Bondowoso Nomor 9 Tahun 2010?,Peraturan Daerah Kabupaten Bondowoso Nomor 18 Tahun 2002
PERKAB_SERDANG_BEDAGAI_2012_11,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Daerah Kabupaten Serdang Bedagai Nomor 11 Tahun 2012?,"Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
Undang-Undang Republik Indonesia Tahun 2003 Nomor 36;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 32;
Undang-Undang Republik Indonesia Tahun 2007 Nomor 28;
Undang-Undang Republik Indonesia Tahun 2011 Nomor 12;
Peraturan Pemerintah Republik Indonesia Tahun 2005 Nomor 79;
Peraturan Pemerintah Republik Indonesia Tahun 2007 Nomor 38;
Peraturan Menteri Dalam Negeri Republik Indonesia Tahun 2011 Nomor 53"
PERKAB_SERDANG_BEDAGAI_2012_11,Q2,Q2.2,Apa saja peraturan yang berelasi dengan Peraturan Daerah Kabupaten Serdang Bedagai Nomor 11 Tahun 2012?,"Undang-Undang Dasar Negara Republik Indonesia Tahun 1945;
Undang-Undang Republik Indonesia Tahun 2003 Nomor 36;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 32;
Undang-Undang Republik Indonesia Tahun 2007 Nomor 28;
Undang-Undang Republik Indonesia Tahun 2011 Nomor 12;
Peraturan Pemerintah Republik Indonesia Tahun 2005 Nomor 79;
Peraturan Pemerintah Republik Indonesia Tahun 2007 Nomor 38;
Peraturan Menteri Dalam Negeri Republik Indonesia Tahun 2011 Nomor 53;
Peraturan Daerah Kabupaten Serdang Bedagai Tahun 2005 Nomor 48"
PERKAB_SERDANG_BEDAGAI_2012_11,Q2,Q2.4,Peraturan manakah yang dicabut oleh Peraturan Daerah Kabupaten Serdang Bedagai Nomor 11 Tahun 2012?,Peraturan Daerah Kabupaten Serdang Bedagai Nomor 48 Tahun 2005
PERKAB_BANGKA_2012_2,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Daerah Kabupaten Bangka Nomor 2 Tahun 2012?,"Undang-Undang Republik Indonesia Tahun 1959 Nomor 28;
Undang-Undang Republik Indonesia Tahun 2000 Nomor 27;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 32;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 33;
Undang-Undang Republik Indonesia Tahun 2009 Nomor 28;
Undang-Undang Republik Indonesia Tahun 2011 Nomor 12;
Peraturan Pemerintah Republik Indonesia Tahun 2005 Nomor 79;
Peraturan Pemerintah Republik Indonesia Tahun 2007 Nomor 38;
Peraturan Daerah Kabupaten Bangka Tahun 2008 Nomor 2;"
PERKAB_BANGKA_2012_2,Q2,Q2.2,Apa saja peraturan yang berelasi dengan Peraturan Daerah Kabupaten Bangka Nomor 2 Tahun 2012?,"Undang-Undang Republik Indonesia Tahun 1959 Nomor 28;
Undang-Undang Republik Indonesia Tahun 2000 Nomor 27;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 32;
Undang-Undang Republik Indonesia Tahun 2004 Nomor 33;
Undang-Undang Republik Indonesia Tahun 2009 Nomor 28;
Undang-Undang Republik Indonesia Tahun 2011 Nomor 12;
Peraturan Pemerintah Republik Indonesia Tahun 2005 Nomor 79;
Peraturan Pemerintah Republik Indonesia Tahun 2007 Nomor 38;
Peraturan Daerah Kabupaten Bangka Tahun 2008 Nomor 2;
Peraturan Daerah Kabupaten Bangka Tahun 2003 Nomor 9"
PERKAB_BANGKA_2012_2,Q2,Q2.4,Peraturan manakah yang dicabut oleh Peraturan Daerah Kabupaten Bangka Nomor 2 Tahun 2012?,Peraturan Daerah Kabupaten Bangka Nomor 9 Tahun 2003
PERMEN_KEU_2017_23,Q2,Q2.1,Apa saja dasar hukum dalam membuat Peraturan Menteri Keuangan Republik Indonesia Nomor 23 Tahun 2017?,"Undang-Undang Republik Indonesia Tahun 2011 Nomor 21;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 28;"
PERMEN_KEU_2017_23,Q2,Q2.2,Apa saja peraturan yang berelasi dengan Peraturan Menteri Keuangan Republik Indonesia Nomor 23 Tahun 2017?,"Undang-Undang Republik Indonesia Tahun 2011 Nomor 21;
Peraturan Presiden Republik Indonesia Tahun 2015 Nomor 28;
Keputusan Menteri Keuangan Republik Indonesia Nomor 227 Tahun 1993;
Keputusan Menteri Keuangan Republik Indonesia Nomor 512 Tahun 2002;
Keputusan Menteri Keuangan Republik Indonesia Nomor 513 Tahun 2002;
Peraturan Menteri Keuangan Republik Indonesia Nomor 74 Tahun 2007;
Peraturan Menteri Keuangan Republik Indonesia Nomor 78 Tahun 2007;
Peraturan Menteri Keuangan Republik Indonesia Nomor 100 Tahun 2007;
Peraturan Menteri Keuangan Republik Indonesia Nomor 166 Tahun 2008;
Peraturan Menteri Keuangan Republik Indonesia Nomor 199 Tahun 2008;
Peraturan Menteri Keuangan Republik Indonesia Nomor 222 Tahun 2008;
Peraturan Menteri Keuangan Republik Indonesia Nomor 30 Tahun 2010;
Peraturan Menteri Keuangan Republik Indonesia Nomor 37 Tahun 2010;
Peraturan Menteri Keuangan Republik Indonesia Nomor 168 Tahun 2010;
Peraturan Menteri Keuangan Republik Indonesia Nomor 21 Tahun 2011;
Peraturan Menteri Keuangan Republik Indonesia Nomor 43 Tahun 2012;
Peraturan Menteri Keuangan Republik Indonesia Nomor 130 Tahun 2012;
Peraturan Menteri Keuangan Republik Indonesia Nomor 152 Tahun 2012"
PERMEN_KEU_2017_23,Q2,Q2.4,Peraturan manakah yang dicabut oleh Peraturan Menteri Keuangan Republik Indonesia Nomor 23 Tahun 2017?,"Keputusan Menteri Keuangan Nomor 227 Tahun 1993;
Keputusan Menteri Keuangan Republik Indonesia Nomor 512 Tahun 2002;
Keputusan Menteri Keuangan Republik Indonesia Nomor 513 Tahun 2002;
Peraturan Menteri Keuangan Republik Indonesia Nomor 74 Tahun 2007;
Peraturan Menteri Keuangan Republik Indonesia Nomor 78 Tahun 2007;
Peraturan Menteri Keuangan Republik Indonesia Nomor 100 Tahun 2007;
Peraturan Menteri Keuangan Republik Indonesia Nomor 166 Tahun 2008;
Peraturan Menteri Keuangan Republik Indonesia Nomor 199 Tahun 2008;
Peraturan Menteri Keuangan Republik Indonesia Nomor 222 Tahun 2008;
Peraturan Menteri Keuangan Republik Indonesia Nomor 30 Tahun 2010;
Peraturan Menteri Keuangan Republik Indonesia Nomor 37 Tahun 2010;
Peraturan Menteri Keuangan Republik Indonesia Nomor 168 Tahun 2010;
Peraturan Menteri Keuangan Republik Indonesia Nomor 21 Tahun 2011;
Peraturan Menteri Keuangan Republik Indonesia Nomor 43 Tahun 2012;
Peraturan Menteri Keuangan Republik Indonesia Nomor 130 Tahun 2012;
Peraturan Menteri Keuangan Republik Indonesia Nomor 152 Tahun 2012"
